,Location Name,Phone Number,Street Address,City,State,Website,Insurance Accepted,Walk-Ins Accepted,Last Updated,Latitude,Longitude
6668,Walmart Inc #Oct-76,317-745-3209,1894 Ridge Ave,Danville,IN,https://www.walmart.com/store/6476,True,True,2024-08-01,39.759164,-86.489388
6670,"CVS Pharmacy, Inc. #2854",908-231-6360,230 MILLTOWN RD.,BRIDGEWATER,NJ,https://www.cvs.com/store-locator/details-directions/002854,True,True,2024-08-01,40.570336,-74.673394
6671,"CVS Pharmacy, Inc. #6894",512-863-2581,1102 S. AUSTIN AVE.,GEORGETOWN,TX,https://www.cvs.com/store-locator/details-directions/006894,True,True,2024-08-01,30.633833,-97.678297
6673,MinuteClinic #21424,1-866-389-2727,2010 S DOBSON RD,CHANDLER,AZ,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,33.275484,-111.877027
6675,OSCO PHARMACY #39,406-232-4627,519 SOUTH HAYNES AVENUE,Miles City,MT,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,46.403267,-105.824525
6677,MinuteClinic #20681,1-866-389-2727,1101 S MAIN ST,KERNERSVILLE,NC,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,36.107319,-80.097927
6678,Publix Super Markets Inc. #1014,772-232-4062,1395 SW Martin Highway,Palm City,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,27.162531,-80.271246
6679,"CVS Pharmacy, Inc. #6377",270-825-4770,920 N. MAIN ST.,MADISONVILLE,KY,https://www.cvs.com/store-locator/details-directions/006377,True,True,2024-08-01,37.340796,-87.497804
6680,Walmart Inc #10-0631,864-855-9364,115 Rolling Hills Cir,Easley,SC,https://www.walmart.com/store/631,True,True,2024-08-01,34.828464,-82.549526
6683,Walmart Inc #10-1738,320-587-1023,1300 Highway 15 S,Hutchinson,MN,https://www.walmart.com/store/1738,True,True,2024-08-01,44.871653,-94.378677
6684,Publix Super Markets Inc. #714,305-573-8017,4870 Biscayne Blvd.,Miami,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,25.820313,-80.188117
6685,Walmart Inc #10-1624,661-873-8104,2601 Fashion Pl,Bakersfield,CA,https://www.walmart.com/store/1624,True,True,2024-08-01,35.392183,-118.961234
6687,"CVS Pharmacy, Inc. #466",585-244-4220,685 PARK AVENUE,ROCHESTER,NY,https://www.cvs.com/store-locator/details-directions/000466,True,True,2024-08-01,43.147678,-77.577479
6688,Walmart Inc #25-Oct,951-487-8409,1861 S San Jacinto Ave,San Jacinto,CA,https://www.walmart.com/store/5425,True,True,2024-08-01,33.767899,-116.955439
6689,SAV-ON PHARMACY #3179,858-385-9229,12475 RANCHO BERNARDO RD,San Diego,CA,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,33.017605,-117.061663
6691,"CVS Pharmacy, Inc. #1387",703-569-1220,8330 OLD KEENE MILL RD/CARDINAL FOREST,SPRINGFIELD,VA,https://www.cvs.com/store-locator/details-directions/001387,True,True,2024-08-01,38.780591,-77.233164
6692,"CVS Pharmacy, Inc. #2015",732-462-0071,7 WEST MAIN STREET,FREEHOLD,NJ,https://www.cvs.com/store-locator/details-directions/002015,True,True,2024-08-01,40.260055,-74.275106
6693,OSCO DRUG #3191,815-293-0858,20 S WEBER RD,Romeoville,IL,https://www.jewelosco.com/vaccinations/home,True,True,2024-08-01,41.623226,-88.126241
6694,"CVS Pharmacy, Inc. #11297",972-378-9633,6125 LEGACY DRIVE,PLANO,TX,https://www.cvs.com/store-locator/details-directions/011297,True,True,2024-08-01,33.078427,-96.829595
6695,Walmart Inc #10-1551,414-761-9571,6701 S 27th St,Franklin,WI,https://www.walmart.com/store/1551,True,True,2024-08-01,42.92314,-87.952166
6696,Stop & Shop #653,203-254-9461,1790 POST ROAD EAST,WESTPORT,CT,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,41.137423,-73.301874
6697,"CVS Pharmacy, Inc. #9343",928-442-0312,506 NORTH MILLER VALLEY ROAD,PRESCOTT,AZ,https://www.cvs.com/store-locator/details-directions/009343,True,True,2024-08-01,34.548997,-112.478971
6699,"CVS Pharmacy, Inc. #6830",618-355-4851,4609 W. MAIN ST.,BELLEVILLE,IL,https://www.cvs.com/store-locator/details-directions/006830,True,True,2024-08-01,38.542211,-90.024852
6700,"CVS Pharmacy, Inc. #7229",936-327-2561,1500 W CHURCH ST,LIVINGSTON,TX,https://www.cvs.com/store-locator/details-directions/007229,True,True,2024-08-01,30.711511,-94.950108
6702,"CVS Pharmacy, Inc. #11204",973-543-4400,88 E. MAIN ST.,MENDHAM,NJ,https://www.cvs.com/store-locator/details-directions/011204,True,True,2024-08-01,40.782997,-74.588336
6707,"CVS Pharmacy, Inc. #9509",925-676-4040,4424 TREAT BLVD,CONCORD,CA,https://www.cvs.com/store-locator/details-directions/009509,True,True,2024-08-01,37.962584,-121.992719
6710,Stop & Shop #631,860-659-5844,215 GLASTONBURY BOULEVARD,GLASTONBURY,CT,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,41.722267,-72.624911
6711,Stop & Shop #613,860-871-1053,10 PITKIN ROAD,VERNON,CT,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,41.828007,-72.493329
6712,Walmart Inc #10-1025,601-684-1445,1608 Veterans Blvd,McComb,MS,https://www.walmart.com/store/1025,True,True,2024-08-01,31.263557,-90.473534
6715,Walmart Inc #10-1205,904-259-3860,9218 S State Road 228,MacClenny,FL,https://www.walmart.com/store/1205,True,True,2024-08-01,30.262902,-82.10896
6716,"CVS Pharmacy, Inc. #8621",406-587-9252,115 NORTH 19TH AVE.,BOZEMAN,MT,https://www.cvs.com/store-locator/details-directions/008621,True,True,2024-08-01,45.680551,-111.062791
6717,"CVS Pharmacy, Inc. #3490",407-699-0781,5650 RED BUG LAKE RD,WINTER SPRINGS,FL,https://www.cvs.com/store-locator/details-directions/003490,True,True,2024-08-01,28.648381,-81.26952
6718,SAV-ON PHARMACY #594,909-599-8874,220 E BONITA AVE,San Dimas,CA,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,34.106021,-117.803483
6719,Walmart Inc #Oct-97,330-372-1992,2016 Millenium Blvd,Cortland,OH,https://www.walmart.com/store/2197,True,True,2024-08-01,41.274162,-80.771667
6720,"CVS Pharmacy, Inc. #17769",307-829-3118,1708 DELL RANGE BLVD.,CHEYENNE,WY,https://www.cvs.com/store-locator/details-directions/017769,True,True,2024-08-01,41.162019,-104.800048
6721,Rite Aid #RA101537,716-434-5534,130 WASHBURN STREET,LOCKPORT,NY,https://www.riteaid.com,True,True,2024-08-01,43.170924,-78.686788
6722,Rite Aid #RA101561,518-272-5735,272 HOOSICK STREET,TROY,NY,https://www.riteaid.com,True,False,2024-08-01,42.737888,-73.669644
6724,Publix Super Markets Inc. #538,770-338-4566,2380 Buford Dr. Ste. 201,Lawrenceville,GA,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,34.036294,-83.990156
6725,Walmart Inc #10-1061,912-375-3646,136 E Jarman St,Hazlehurst,GA,https://www.walmart.com/store/1061,True,True,2024-08-01,31.861867,-82.586705
6726,Walmart Inc #10-0701,270-685-0027,5031 Frederica St,Owensboro,KY,https://www.walmart.com/store/701,True,True,2024-08-01,37.719822,-87.121868
6728,"CVS Pharmacy, Inc. #8613",701-232-2720,1321 19TH AVE NORTH,FARGO,ND,https://www.cvs.com/store-locator/details-directions/008613,True,True,2024-08-01,46.906316,-96.799877
6729,Publix Super Markets Inc. #711,770-345-8606,6175 Hickory Flat Hwy Ste 140,Canton,GA,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,34.177223,-84.417128
6730,Walmart Inc #Oct-63,610-327-1308,233 Shoemaker Rd,Pottstown,PA,https://www.walmart.com/store/2263,True,True,2024-08-01,40.254252,-75.666083
6731,Publix Super Markets Inc. #759,954-659-8766,1601 Promenade Blvd.,Weston,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,26.098168,-80.380713
6732,"CVS Pharmacy, Inc. #17386",281-534-5421,3100 GULF FWY S,DICKINSON,TX,https://www.cvs.com/store-locator/details-directions/017386,True,True,2024-08-01,29.466073,-95.085384
6733,"CVS Pharmacy, Inc. #8275",313-340-2893,10011 WEST MCNICHOLS ROAD,DETROIT,MI,https://www.cvs.com/store-locator/details-directions/008275,True,True,2024-08-01,42.416439,-83.160964
6734,Giant #6284,610-831-5805,1824 RIDGE PK SUITE 104,ROYERSFORD,PA,https://giantsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.210768,-75.49837
6736,"CVS Pharmacy, Inc. #9297",602-728-0437,6002 NORTH 7TH STREET,PHOENIX,AZ,https://www.cvs.com/store-locator/details-directions/009297,True,True,2024-08-01,33.524337,-112.065801
6737,Walmart Inc #10-0713,352-567-1771,12650 US Highway 301,Dade City,FL,https://www.walmart.com/store/713,True,True,2024-08-01,28.342286,-82.185554
6738,Publix Super Markets Inc. #1508,205-640-3237,2200 Village Dr,Moody,AL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,33.569991,-86.517507
6739,"CVS Pharmacy, Inc. #10944",956-580-3539,105 ALTON BLVD. N.,ALTON,TX,https://www.cvs.com/store-locator/details-directions/010944,True,True,2024-08-01,26.287141,-98.313766
6741,Rite Aid #RA110376,203-377-8065,3680 MAIN STREET,STRATFORD,CT,https://www.riteaid.com,True,False,2024-08-01,41.209669,-73.129382
6742,Food Lion #2620,434-374-5620,1013 Virginia Avenue,Clarksville,VA,https://foodlionsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,36.618446,-78.569102
6743,Walmart Inc #Oct-39,303-646-2289,2100 Legacy Cir,Elizabeth,CO,https://www.walmart.com/store/4639,True,True,2024-08-01,39.360103,-104.623429
6744,"CVS Pharmacy, Inc. #5824",239-793-0232,2515 SHADOWLAWN DR.,NAPLES,FL,https://www.cvs.com/store-locator/details-directions/005824,True,True,2024-08-01,26.130211,-81.769972
6750,"CVS Pharmacy, Inc. #17430",863-256-1052,5000 GRANDVIEW PKWY,DAVENPORT,FL,https://www.cvs.com/store-locator/details-directions/017430,True,True,2024-08-01,28.23353,-81.644091
6751,Rite Aid #RA111122,610-649-3798,284 EAST LANCASTER AVENUE,WYNNEWOOD,PA,https://www.riteaid.com,True,False,2024-08-01,40.003226,-75.283429
6752,VONS PHARMACY #2071,619-656-3629,2250 OTAY LAKES ROAD,Chula Vista,CA,https://www.vons.com/vaccinations/home,True,True,2024-08-01,32.645736,-116.966294
6753,"CVS Pharmacy, Inc. #5259",972-235-8417,2129 E. BELT LINE RD.,RICHARDSON,TX,https://www.cvs.com/store-locator/details-directions/005259,True,True,2024-08-01,32.945977,-96.683492
6754,"CVS Pharmacy, Inc. #2817",202-939-5735,1418 P STREET NW,WASHINGTON,DC,https://www.cvs.com/store-locator/details-directions/002817,True,True,2024-08-01,38.909365,-77.032788
6755,Walmart Inc #Oct-52,818-719-8610,6433 Fallbrook Ave,West Hills,CA,https://www.walmart.com/store/5152,True,True,2024-08-01,34.187886,-118.625435
6756,"CVS Pharmacy, Inc. #3701",281-545-8841,1410 CRABB RIVER RD.,RICHMOND,TX,https://www.cvs.com/store-locator/details-directions/003701,True,True,2024-08-01,29.552882,-95.69404
6757,OSCO PHARMACY #2552,207-626-0364,150 WESTERN AVE,Augusta,ME,https://www.shaws.com/vaccinations/home,True,True,2024-08-01,44.311577,-69.794799
6761,"CVS Pharmacy, Inc. #8112",248-673-9800,4300 DIXIE HWY,WATERFORD,MI,https://www.cvs.com/store-locator/details-directions/008112,True,True,2024-08-01,42.681668,-83.372845
6762,"CVS Pharmacy, Inc. #5875",301-262-4956,6001 HIGH BRIDGE RD.,BOWIE,MD,https://www.cvs.com/store-locator/details-directions/005875,True,True,2024-08-01,38.972902,-76.77256
6763,Walmart Inc #10-1065,870-777-1600,2400 N Hervey St,Hope,AR,https://www.walmart.com/store/1065,True,True,2024-08-01,33.680764,-93.614657
6764,MinuteClinic #22284,1-866-389-2727,6710 HWY 311,SELLERSBURG,IN,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,38.36824,-85.775675
6765,OSCO DRUG #127,219-864-4314,805 JOLIET ST,Dyer,IN,https://www.jewelosco.com/vaccinations/home,True,True,2024-08-01,41.494843,-87.508205
6766,Walmart Inc #13-Oct,419-352-3396,131 W Gypsy Ln,Bowling Green,OH,https://www.walmart.com/store/1913,True,True,2024-08-01,41.354111,-83.652299
6768,"CVS Pharmacy, Inc. #6188",740-653-2631,111 SOUTH MEMORIAL DRIVE,LANCASTER,OH,https://www.cvs.com/store-locator/details-directions/006188,True,True,2024-08-01,39.713114,-82.606755
6769,"CVS Pharmacy, Inc. #17431",423-790-3001,4570 FRONTAGE RD NW,CLEVELAND,TN,https://www.cvs.com/store-locator/details-directions/017431,True,True,2024-08-01,35.216521,-84.865996
6770,"CVS Pharmacy, Inc. #18051",314-965-0062,12332 MANCHESTER RD.,ST. LOUIS,MO,https://www.cvs.com/store-locator/details-directions/018051,True,True,2024-08-01,38.601503,-90.442128
6772,"CVS Pharmacy, Inc. #5435",985-626-8106,2915 HWY 190,MANDEVILLE,LA,https://www.cvs.com/store-locator/details-directions/005435,True,True,2024-08-01,30.389312,-90.080288
6773,"CVS Pharmacy, Inc. #18086",636-332-8640,1960 WENTZVILLE PKWY.,WENTZVILLE,MO,https://www.cvs.com/store-locator/details-directions/018086,True,True,2024-08-01,38.814595,-90.873695
6774,"CVS Pharmacy, Inc. #7237",817-870-1873,3614 CAMP BOWIE BLVD.,FORT WORTH,TX,https://www.cvs.com/store-locator/details-directions/007237,True,True,2024-08-01,32.747537,-97.371999
6777,"CVS Pharmacy, Inc. #16806",570-383-7129,1140 COMMERCE BLVD,DICKSON CITY,PA,https://www.cvs.com/store-locator/details-directions/016806,True,True,2024-08-01,41.467657,-75.638811
6779,"CVS Pharmacy, Inc. #7012",803-749-1666,1330 DUTCH FORK RD. PO BOX 568,BALLENTINE,SC,https://www.cvs.com/store-locator/details-directions/007012,True,True,2024-08-01,34.124878,-81.235967
6780,MinuteClinic #21365,1-866-389-2727,1405 E GREENVILLE ST,ANDERSON,SC,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,34.527129,-82.638173
6781,Stop & Shop #2585,718-525-2422,134-40 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.679255,-73.75606
6782,Stop & Shop #647,203-876-0654,855 BRIDGEPORT AVENUE,MILFORD,CT,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,41.211438,-73.076418
6785,SAFEWAY PHARMACY #2894,808-246-3680,4454 Nuhou St. Ste. 301,Lihue,HI,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,21.969929,-159.37858
6787,Walmart Inc #23-Oct,787-625-0697,Parque Escorial  Carr #3  Bo. San Anton,Carolina,PR,https://www.walmart.com/store/2423,True,True,2024-08-01,18.391933,-65.993355
6788,Publix Super Markets Inc. #699,561-842-9961,374 Northlake Blvd.,North Palm Beach,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,26.804594,-80.058469
6790,SAV-ON PHARMACY #4279,817-447-8060,833 NE ALSBURY BLVD,Burleson,TX,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,32.565042,-97.322163
6791,"CVS Pharmacy, Inc. #10942",312-588-0704,310 SOUTH MICHIGAN AVE,CHICAGO,IL,https://www.cvs.com/store-locator/details-directions/010942,True,True,2024-08-01,41.877825,-87.624602
6792,H-E-B #449,956-712-8053,7811 MCPHERSON RD.,LAREDO,TX,https://vaccine.heb.com/,False,True,2024-08-01,27.576543,-99.471956
6793,H-E-B #373,512-238-7905,16900 N RANCH ROAD 620,ROUND ROCK,TX,https://vaccine.heb.com/,False,True,2024-08-01,30.500762,-97.722451
6795,Walmart Inc #Oct-85,585-398-6043,441 Commerce Dr,Victor,NY,https://www.walmart.com/store/2785,True,True,2024-08-01,43.015834,-77.436312
6796,Walmart Inc #10-1253,512-443-6588,710 E Ben White Blvd,Austin,TX,https://www.walmart.com/store/1253,True,True,2024-08-01,30.220924,-97.754063
6798,Walmart Inc #11-Oct,561-509-2142,9840 S Military Trl,Boynton Beach,FL,https://www.walmart.com/store/3011,True,True,2024-08-01,26.529187,-80.120351
6799,Walmart Inc #3-Oct,256-716-6958,8580 Highway 72 W,Madison,AL,https://www.walmart.com/store/5703,True,True,2024-08-01,34.750497,-86.774
6801,"CVS Pharmacy, Inc. #16495",727-576-3826,8151 DR MARTIN LUTHER KING ST N,SAINT PETERSBURG,FL,https://www.cvs.com/store-locator/details-directions/016495,True,True,2024-08-01,27.846527,-82.643449
6804,"CVS Pharmacy, Inc. #10376",302-235-5509,604 CORNER KETCH RD,NEWARK,DE,https://www.cvs.com/store-locator/details-directions/010376,True,True,2024-08-01,39.740216,-75.725019
6805,"CVS Pharmacy, Inc. #9892",805-473-1114,827 OAK PARK BLVD,PISMO BEACH,CA,https://www.cvs.com/store-locator/details-directions/009892,True,True,2024-08-01,35.13294,-120.607674
6807,"CVS Pharmacy, Inc. #16233",703-490-4415,2460 PRINCE WILLIAM PKWY,WOODBRIDGE,VA,https://www.cvs.com/store-locator/details-directions/016233,True,True,2024-08-01,38.655008,-77.289181
6808,OSCO PHARMACY #3551,207-680-3001,251 KENNEDY MEMORIAL DR,Waterville,ME,https://www.shaws.com/vaccinations/home,True,True,2024-08-01,44.544046,-69.665509
6809,"CVS Pharmacy, Inc. #3652",954-341-3338,7621 NORTH STATE RD 7,PARKLAND,FL,https://www.cvs.com/store-locator/details-directions/003652,True,True,2024-08-01,26.32523,-80.20288
6810,"CVS Pharmacy, Inc. #8023",734-482-2550,1415 E. MICHIGAN AVE,YPSILANTI,MI,https://www.cvs.com/store-locator/details-directions/008023,True,True,2024-08-01,42.246101,-83.582364
6812,SAV-ON PHARMACY #183,307-733-9223,105 BUFFALO WAY P.O. BOX 1843,Jackson,WY,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,43.472387,-110.789398
6813,Rite Aid #RA104726,330-922-4466,1914 BAILEY ROAD,CUYAHOGA FALLS,OH,https://www.riteaid.com,True,False,2024-08-01,41.132736,-81.466416
6814,SAFEWAY PHARMACY #1554,605-342-8505,730 MOUNTAIN VIEW RD.,Rapid City,SD,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,44.079607,-103.251559
6815,"CVS Pharmacy, Inc. #16274",707-452-8119,3000 HARBISON DR,VACAVILLE,CA,https://www.cvs.com/store-locator/details-directions/016274,True,True,2024-08-01,38.360984,-121.961237
6818,Walmart Inc #Oct-46,315-769-1078,43 Stephenville St,Massena,NY,https://www.walmart.com/store/1946,True,True,2024-08-01,44.92231,-74.877829
6820,"CVS Pharmacy, Inc. #7554",951-600-0692,23743 JACKSON AVE.,MURRIETA,CA,https://www.cvs.com/store-locator/details-directions/007554,True,True,2024-08-01,33.584909,-117.219566
6821,"CVS Pharmacy, Inc. #5972",281-232-1830,5305 AVENUE I,ROSENBERG,TX,https://www.cvs.com/store-locator/details-directions/005972,True,True,2024-08-01,29.55877,-95.772914
6823,"CVS Pharmacy, Inc. #7475",281-358-3143,1350 KINGWOOD DR,KINGWOOD,TX,https://www.cvs.com/store-locator/details-directions/007475,True,True,2024-08-01,30.048798,-95.234906
6824,H-E-B #477,512-312-0907,15300 S IH-35,BUDA,TX,https://vaccine.heb.com/,False,True,2024-08-01,30.08805,-97.820819
6825,"CVS Pharmacy, Inc. #1380",703-522-0011,4709-A LEE HIGHWAY,ARLINGTON,VA,https://www.cvs.com/store-locator/details-directions/001380,True,True,2024-08-01,38.898494,-77.122314
6826,Walmart Inc #Oct-99,815-288-7797,1640 S Galena Ave,Dixon,IL,https://www.walmart.com/store/5399,True,True,2024-08-01,41.827503,-89.471559
6827,"CVS Pharmacy, Inc. #5703",860-585-0122,60 MIDDLE ST.,BRISTOL,CT,https://www.cvs.com/store-locator/details-directions/005703,True,True,2024-08-01,41.667089,-72.923079
6828,Rite Aid #RA103466,937-981-7133,109 JEFFERSON STREET,GREENFIELD,OH,https://www.riteaid.com,True,True,2024-08-01,39.352641,-83.379732
6829,"CVS Pharmacy, Inc. #1037",512-308-0234,1671 HIGHWAY 71 EAST,BASTROP,TX,https://www.cvs.com/store-locator/details-directions/001037,True,True,2024-08-01,30.10417,-97.308246
6831,Walmart Inc #Oct-00,248-698-9680,9190 Highland Rd,White Lake,MI,https://www.walmart.com/store/2700,True,True,2024-08-01,42.660548,-83.467523
6833,"CVS Pharmacy, Inc. #113",305-245-4992,2780 NE 8TH ST.,HOMESTEAD,FL,https://www.cvs.com/store-locator/details-directions/000113,True,True,2024-08-01,25.476825,-80.436736
6834,Walmart Inc #9-Oct,508-892-4058,20 Soojian Dr,Leicester,MA,https://www.walmart.com/store/3409,True,True,2024-08-01,42.250833,-71.935278
6835,"CVS Pharmacy, Inc. #3690",312-640-5161,1714 N. SHEFFIELD AVE.,CHICAGO,IL,https://www.cvs.com/store-locator/details-directions/003690,True,True,2024-08-01,41.912415,-87.653412
6837,Publix Super Markets Inc. #1228,334-285-0623,2451 Cobbs Ford Rd.,Prattville,AL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,32.461378,-86.398321
6838,"CVS Pharmacy, Inc. #1126",305-642-3070,2713 SW 8TH ST.,MIAMI,FL,https://www.cvs.com/store-locator/details-directions/001126,True,True,2024-08-01,25.76545,-80.239248
6839,"CVS Pharmacy, Inc. #3844",864-427-7668,599 RICE AVE.,UNION,SC,https://www.cvs.com/store-locator/details-directions/003844,True,True,2024-08-01,34.718663,-81.638912
